,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,target
10,-502.411,68.8383,-34.46301,-23.079523,5.045334,-2.6868544,-8.433945,-5.365039,-5.433083,-8.125714,-2.2148368,2.3901658,-5.394043,-6.443808,-0.4992641,-0.96222705,-2.201816,-2.2690244,-0.9139742,0.47218814,-2.5170581,-3.3851645,-2.4424589,-2.3345711,1.0827625,1.098056,-1.3092761,1.6312037,1.7717657,-0.8392767,0.059888117,-1.5159633,-2.995071,-0.6531858,-1.484051,-2.648145,-0.3654553,0.21813329,-0.26996368,-0.23949173,sample2
11,-485.4318,67.36351,-36.47085,-17.959146,4.596527,-4.213862,-5.106572,-4.489047,-6.2858977,-8.469607,-3.1227715,1.6697122,-6.204001,-7.7718983,-1.9040122,-2.1783087,-3.584907,-2.718488,-0.3089723,-0.08989258,-2.863399,-3.4100215,-3.2563815,-2.4857411,-0.7991847,-0.26424038,0.6335491,0.53968525,0.8720716,2.4415538,1.060908,-0.49655992,-1.0650922,-2.1536841,-1.5243546,-1.2355072,-1.5492213,-0.45691657,-0.13986251,-0.6239392,sample2
12,-505.7792,59.950577,-27.239666,-19.188963,0.19317636,-4.2519183,-5.346916,-3.8319974,-5.548319,-7.3874917,-0.16065626,3.5868692,-5.020982,-5.1969895,0.38926548,-0.67053044,-1.9520541,-2.5319693,-1.3453541,0.2715856,-1.7015227,-2.3116245,-1.9476727,-1.3580766,1.0239314,0.44581184,-0.80311525,1.0233563,1.6681046,0.6100172,-0.1854043,-1.6260486,-2.5276518,-1.3798167,-1.4770812,-2.7481267,-0.7421064,0.95394003,-0.6370974,-1.0028126,sample2
13,-500.625,67.86953,-29.6292,-18.12931,5.0550556,-3.3117485,-5.222769,-2.6856425,-5.7365365,-8.414613,-1.4702269,4.3178883,-3.2369065,-5.621801,-0.815486,-2.8130887,-3.0110404,-0.23232031,-1.128759,-1.3937674,-1.7208004,-3.1871321,-2.9715195,-1.3876821,0.817034,0.70315146,-1.6107069,-0.91897255,1.3161136,0.8785154,-0.6643541,-1.740695,-2.3626077,-1.9007345,-1.7738087,-2.4961252,-1.8905815,-0.76261413,-0.642183,-0.5644809,sample2
14,-486.08667,64.2337,-29.391653,-5.890647,10.249217,-2.0360584,-0.68595695,-0.11669033,-3.200269,-6.7035728,-0.45403558,7.116327,-1.8476895,-5.8286633,-1.5535487,-3.0260456,-2.3602421,-1.5495547,-1.9233088,-0.26810473,-2.3213916,-4.504528,-3.6148775,-2.2990954,-0.28937158,0.2407239,-0.77440697,-0.9373715,-0.18106937,0.15406403,-0.9805665,-2.052205,-2.4754288,-2.4015715,-1.9496773,-2.1740825,-1.3480579,-0.10573777,-0.8248605,-1.2507759,sample2
15,-477.93668,55.7655,-32.370686,-8.372688,-4.389162,-16.578632,-3.866275,-7.6145854,-10.124509,-0.8477928,-2.641196,-4.9230924,-2.6886153,-1.7759783,-0.6443915,-0.027186606,-0.5311503,-1.3759174,-0.4833455,-0.8448505,-3.6213987,-3.7720065,-4.6114597,-4.302797,0.23793495,-1.9700687,-5.548901,-0.012311034,1.895627,-1.4095831,-0.37765867,-0.59497565,-2.1886716,-0.91321224,-1.6465662,-2.05193,0.3916656,0.7425568,0.5744762,0.91887295,sample3
16,-475.6306,51.452023,-28.630192,-2.3612711,-4.9984884,-12.985516,-0.8196696,-8.226691,-5.4777923,-1.1961982,-6.4095902,-1.0364518,-0.8265662,-3.2903242,-0.008781986,-1.3820142,-1.4104359,0.36932746,-0.68603235,-1.6062123,-2.9512594,-3.7806695,-3.3773727,-2.243575,-1.3170666,-1.9447623,-1.539206,-0.62530494,-1.5352539,-1.8675187,-0.68512636,-0.7970956,-2.465712,-2.302252,-1.1492027,-1.38464,-0.6988253,0.98036134,1.7172593,1.2647318,sample3
17,-495.84494,54.91963,-35.57755,-4.9750285,-4.5634375,-16.864025,-2.8516905,-9.092762,-8.247869,-0.54855037,-6.7974977,-4.7336187,-1.0221313,-2.6381228,0.0008988975,0.52113897,-1.8332325,-1.4328594,-0.10410175,-1.9124517,-4.307242,-3.8174918,-3.3488448,-1.8552147,-0.2975749,-2.0246203,-2.2924972,-0.651479,-0.5814259,-1.1518261,-0.9611593,-0.8465072,-2.5581484,-2.211557,-0.047263943,-1.3145947,-1.2807808,0.14128843,-0.76218563,0.06922952,sample3
18,-428.75085,45.702904,-22.290453,-11.362833,-7.8745384,-12.479744,-3.610192,-7.3207726,-7.829463,-2.5693471,-5.351733,-3.8027294,-0.269108,-1.0807303,-1.4486833,-1.6113304,-0.5792614,0.4183723,0.20365681,0.027780572,-2.107649,-3.5989478,-2.7495499,-1.618061,0.38546416,0.07288287,-2.1777444,-0.6691251,0.81927913,-0.91081315,-1.1663456,-0.6335491,-1.5915248,-1.7950857,-1.3986857,-0.71209997,0.5546173,-0.0074433037,-0.76840925,0.3161134,sample3
19,-453.56042,49.276234,-24.751526,-9.598654,-9.284354,-12.357372,-2.7431397,-9.502018,-6.8334584,-1.8903483,-6.0684104,-2.8987308,-1.2463981,-2.163021,-1.0396609,-0.6773353,1.3561943,1.0141659,-0.30871218,-0.39779574,-2.964052,-4.6243653,-4.27381,-1.8632616,1.105075,-0.36651745,-2.0151856,-0.8010133,-0.15250663,-0.44068348,-0.81085074,-1.0896221,-2.0500693,-2.239968,-1.2330506,-1.51329,-0.95217234,0.12971872,-0.37447006,0.10743174,sample3
